Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2154.pdf"";""BOE-A-2021-2154"")","Resolución de 4 de febrero de 2021, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto Taller de preparación y montaje de espectáculos con artificios de pirotecnia, en el término municipal de Villa de Mazo (La Palma).",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2156.pdf"";""BOE-A-2021-2156"")","Resolución de 1 de febrero de 2021, de la Secretaría de Estado de Derechos Sociales, por la que se publica la modificación del Reglamento regulador de la modalidad de lotería denominada ""Lotería Instantánea de Boletos de la ONCE"" y se da publicidad a la implantación, lanzamiento y finalización de varios productos de dicha modalidad.",2021-02-13,"Juego, Organización Nacional de Ciegos",Cultura y ocio,"BOE-A-2017-15165, BOE-A-2011-9280, BOE-A-2005-19153","DEROGA , MODIFICA y AÑADE, determinados preceptos al Reglamento publicado por Resolución de 20 de noviembre de 2017, DE CONFORMIDAD con el art. 4 de la Ley 13/2011, de 27 de mayo, DE CONFORMIDAD con el Real Decreto 1336/2005, de 11 de noviembre","Real Decreto 1336/2005, Resolución de 20 de noviembre de 2017, Ley 13/2011",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2157.pdf"";""BOE-A-2021-2157"")","Resolución de 1 de febrero de 2021, de la Secretaría de Estado de Servicios Sociales, por la que se publica la realización de dos sorteos extraordinarios de la modalidad de lotería denominada ""Cupón de la ONCE"" el 19 de marzo de 2021 y el 2 de mayo de 2021, ""Sorteo Extra del Día del Padre de la ONCE"" y ""Sorteo Extra del Día de la Madre de la ONCE"".",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2143.pdf"";""BOE-A-2021-2143"")","Resolución de 1 de febrero de 2021, de la Dirección General de Industria y de la Pequeña y Mediana Empresa, por la que se publica la relación de normas europeas que han sido ratificadas durante el mes de enero de 2021 como normas españolas.",2021-02-13,Normalización,Tecnología e investigación,BOE-A-1996-2468,"DE CONFORMIDAD con el art. 11.f) del Reglamento aprobado por Real Decreto 2200/1995, de 28 de diciembre",Real Decreto 2200/1995,"RD 1072/2015 ESP, RD 2200/1995 ESP, RD 338/2010 ESP, RD 411/1997 ESP"
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2130.pdf"";""BOE-A-2021-2130"")","Resolución de 12 de febrero de 2021, de la Presidencia del Comisionado para el Mercado de Tabacos, por la que se publican los precios de venta al público de determinadas labores de tabaco en Expendedurías de Tabaco y Timbre del área del Monopolio.",2021-02-13,"Expendedurías de Tabaco y Efectos Timbrados, Precios, Tabaco",,BOE-A-1998-10407,"DE CONFORMIDAD con el art. 4 de la Ley 13/1998, de 4 de mayo",Ley 13/1998,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2131.pdf"";""BOE-A-2021-2131"")","Orden PCM/118/2021, de 11 de febrero, por la que se publica el Acuerdo del Consejo de Ministros de 9 de febrero de 2021, por el que se prorrogan los Acuerdos del Consejo de Ministros de 22 de diciembre de 2020 y de 2 de febrero de 2021, por los que, respectivamente, se establecen medidas excepcionales para limitar la propagación y el contagio por el COVID-19, mediante la limitación de los vuelos directos y buques de pasaje entre Reino Unido y los aeropuertos y puertos españoles; y los vuelos entre la República Federativa de Brasil y la República de Sudáfrica y los aeropuertos españoles.",2021-02-13,"Aeropuertos y aeródromos, Andorra, Brasil, Epidemias, Libre circulación de personas, Reino Unido de Gran Bretaña e Irlanda del Norte, Sanidad, Sudáfrica, Transportes aéreos, Viajeros","Sanidad, Seguridad y Defensa, Transportes y tráfico","BOE-A-2021-1531, BOE-A-2020-16822","PRORROGA la eficacia del Acuerdo publicado por Orden PCM/79/2021, de 2 de febrero, PRORROGA la eficacia del Acuerdo publicado por Orden PCM/1237/2020, de 22 de diciembre","Orden PCM/1237/2020, Orden PCM/79/2021",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2133.pdf"";""BOE-A-2021-2133"")","Sentencia de 17 de diciembre de 2020, de la Sala Tercera del Tribunal Supremo, que declara desestimar el recurso contencioso-administrativo número 22/2019 contra el Real Decreto 1512/2018, de 28 de diciembre, por el que se modifican el Reglamento del Impuesto sobre el Valor Añadido, aprobado por el Real Decreto 1624/1992, de 29 de diciembre, el Reglamento por el que se regulan las obligaciones de facturación, aprobado por el Real Decreto 1619/2012, de 30 de noviembre, el Reglamento General de las actuaciones y los procedimientos de gestión e inspección tributaria y de desarrollo de las normas comunes de los procedimientos de aplicación de los tributos, aprobado por el Real Decreto 1065/2007, de 27 de julio, y el Reglamento de los Impuestos Especiales, aprobado por el Real Decreto 1165/1995, de 7 de julio.",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2132.pdf"";""BOE-A-2021-2132"")","Orden CIN/119/2021, de 8 de febrero, por la que se crea la Sede Electrónica del Ministerio de Ciencia e Innovación.",2021-02-13,"Administración electrónica, Internet, Ministerio de Ciencia e Innovación, Registros telemáticos","Administración electrónica, Derecho Administrativo, Organización de la Administración","BOE-A-2015-10566, BOE-A-2009-18358","DE CONFORMIDAD con el art. 38 de la Ley 40/2015, de 1 de octubre, DE CONFORMIDAD con el art. 3.2 del Real Decreto 1671/2009, de 6 de noviembre","Ley 40/2015, Real Decreto 1671/2009",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2134.pdf"";""BOE-A-2021-2134"")","Auto de 5 de octubre de 2020, de la Sala Tercera del Tribunal Supremo, que declara suspender cautelarmente el apartado segundo de la Orden SND/413/2020, de 15 de mayo, por la que se establecen medidas especiales para la inspección técnica de vehículos.",2021-02-13,"Inspección Técnica de Vehículos, Tribunal Supremo, Vehículos de motor",Transportes y tráfico,BOE-A-2020-5081,"DECLARA la suspensión cautelar del apartado 2 de la Orden SND/413/2020, de 15 de mayo",Orden SND/413/2020,"AUTO 24/9/2020 ESP, ORD SND/413/2020 ESP"
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2158.pdf"";""BOE-A-2021-2158"")","Resolución de 12 de febrero de 2021, del Banco de España, por la que se publican los cambios del euro correspondientes al día 12 de febrero de 2021, publicados por el Banco Central Europeo, que tendrán la consideración de cambios oficiales, de acuerdo con lo dispuesto en el artículo 36 de la Ley 46/1998, de 17 de diciembre, sobre la Introducción del Euro.",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2148.pdf"";""BOE-A-2021-2148"")","Resolución de 5 de febrero de 2021, de la Subsecretaría, por la que se publica el Convenio de asistencia jurídica entre la Abogacía General del Estado-Dirección del Servicio Jurídico del Estado y la Agencia Estatal de Investigación, M.P.",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-B-2021-6707.pdf"";""BOE-B-2021-6707"")",Anuncio de formalización de contratos de: Dirección General de la Agencia Estatal de Administración Tributaria. Objeto: Prestación de servicios bancarios. Expediente: 20700065800.,2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-B-2021-6712.pdf"";""BOE-B-2021-6712"")",Anuncio de licitación de: Consorcio Valencia 2007. Objeto: Mantenimiento integral del recinto de la Marina de Valencia. Expediente: 2020/CABIE/000019.,2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-B-2021-6706.pdf"";""BOE-B-2021-6706"")","Anuncio de la Dirección del organismo autónomo Instituto de Vivienda, Infraestructura y Equipamiento de la Defensa, relativo al Acuerdo por el que se anula el procedimiento de subasta para una propiedad sita en, San Roque, Cádiz.",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-A-2021-2149.pdf"";""BOE-A-2021-2149"")","Resolución de 5 de febrero de 2021, de la Subsecretaría, por la que se publica el Convenio de asistencia jurídica entre la Abogacía General del Estado-Dirección del Servicio Jurídico del Estado y la Fundación Instituto de Cultura Gitana.",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-B-2021-6710.pdf"";""BOE-B-2021-6710"")","Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadalquivir. Objeto: Contrato de servicios de seguridad y vigilancia del recinto exterior e interior de las oficinas de la Confederación Hidrográfica del Guadalquivir, ubicadas en la avenida del Brillante, número 57 (Córdoba). Expediente: CO(SG)-6390.",2021-02-13,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/13/pdfs/BOE-B-2021-6711.pdf"";""BOE-B-2021-6711"")","Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Miño-Sil. Objeto: Proyecto de consolidación, reparación y mejora de la capacidad de desagüe del puente de Conceliñas sobre el río Mao, en Parada de Sil (Ourense). Expediente: 143/20/DT/PA/0B.",2021-02-13,,,,,,
