Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3075.pdf"";""BOE-A-2021-3075"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Comunicación Corporativa y Responsabilidad Social Corporativa.",2021-02-26,"Administración y Dirección de Empresas, Ciencias Empresariales, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-17520","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 26 de noviembre de 2018","Real Decreto 1393/2007, Resolución de 26 de noviembre de 2018",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3061.pdf"";""BOE-A-2021-3061"")","Resolución de 17 de febrero de 2021, de la Subsecretaría, por la que se aprueba la actualización de la Carta de Servicios del Centro de Tecnología del Espectáculo del Instituto Nacional de las Artes Escénicas y de la Música.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3049.pdf"";""BOE-A-2021-3049"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Castilla-La Mancha.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3048.pdf"";""BOE-A-2021-3048"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Extremadura.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3060.pdf"";""BOE-A-2021-3060"")","Resolución de 18 de febrero de 2021, de la Dirección General de la Administración General del Estado en el Territorio, por la que se publica el Convenio con la Universidad de Extremadura, para la realización de prácticas externas por parte de los estudiantes de Grado y Máster Universitario de dicha Universidad en la Delegación del Gobierno en Extremadura, Subdelegación del Gobierno en Badajoz y Subdelegación del Gobierno en Cáceres.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3074.pdf"";""BOE-A-2021-3074"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Ciencias Actuariales y Financieras.",2021-02-26,"Ciencias Actuariales y Financieras, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-17520","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 26 de noviembre de 2018","Real Decreto 1393/2007, Resolución de 26 de noviembre de 2018",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3062.pdf"";""BOE-A-2021-3062"")","Resolución de 17 de febrero de 2021, de la Dirección General de Industrias Culturales, Propiedad Intelectual y Cooperación, por la que se convoca el Premio Nacional de Televisión correspondiente al año 2021.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3076.pdf"";""BOE-A-2021-3076"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Comunicación Intercultural y Empresarial entre China y Europa.",2021-02-26,"China, Ciencias Empresariales, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-1509","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 24 de enero de 2018","Resolución de 24 de enero de 2018, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3089.pdf"";""BOE-A-2021-3089"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Oncología Molecular.",2021-02-26,"Medicina, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2018-1509, BOE-A-2007-18770, BOE-A-2001-24515","DE CONFORMIDAD con Resolución de 24 de enero de 2018, DE CONFORMIDAD con  los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con  el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre","Resolución de 24 de enero de 2018, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-2977.pdf"";""BOE-A-2021-2977"")","Convenio entre el Reino de España y Japón para eliminar la doble imposición en relación con los impuestos sobre la renta y prevenir la elusión y evasión fiscales y su Protocolo, hecho en Madrid el 16 de octubre de 2018.",2021-02-26,"Acuerdos internacionales, Doble imposición, Impuesto sobre la Renta de las Personas Físicas, Impuesto sobre la Renta de los no Residentes, Impuesto sobre Sociedades, Japón","Relaciones internacionales, Sistema tributario",BOE-A-1974-1930,DEROGA el Convenio de 13 de febrero de 1974,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3088.pdf"";""BOE-A-2021-3088"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Neurociencia Cognitiva y Neuropsicología.",2021-02-26,"Medicina, Planes de estudios, Psicología, Universidad Rey Juan Carlos",,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3077.pdf"";""BOE-A-2021-3077"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Cumplimiento Normativo en las Organizaciones.",2021-02-26,"Ciencias Empresariales, Normas jurídicas, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2001-24515, BOE-A-2018-1509","DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 24 de enero de 2018",Resolución de 24 de enero de 2018,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3063.pdf"";""BOE-A-2021-3063"")","Resolución de 18 de febrero de 2021, de la Secretaría General Técnica, por la que se emplaza a los interesados en el recurso contencioso administrativo 6/1270/2020, interpuesto ante la Audiencia Nacional, Sala de lo Contencioso-Administrativo, Sección Sexta.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3038.pdf"";""BOE-A-2021-3038"")","Resolución de 10 de febrero de 2021, de la Subsecretaría, por la que se aprueba la Carta de Servicios de la Comandancia de la Guardia Civil de Córdoba.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3039.pdf"";""BOE-A-2021-3039"")","Resolución de 15 de febrero de 2021, de la Secretaría General Técnica, por la que se publica el Convenio con el Ayuntamiento de Almassora, para la incorporación de los Cuerpos de Policía Locales al Sistema de Seguimiento Integral de los casos de Violencia de Género.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3037.pdf"";""BOE-A-2021-3037"")","Resolución de 10 de febrero de 2021, de la Subsecretaría, por la que se aprueba la actualización de la Carta de Servicios de la Dirección General de Protección Civil y Emergencias.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3036.pdf"";""BOE-A-2021-3036"")","Resolución de 24 de febrero de 2021, del Departamento de Gestión Tributaria de la Agencia Estatal de Administración Tributaria, por la que se publica la revocación de números de identificación fiscal.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3034.pdf"";""BOE-A-2021-3034"")","Resolución 420/38048/2021, de 18 de febrero, de la Secretaría General Técnica, por la que se publica el Convenio con la Fundación Ramón Areces, para la digitalización de fondos documentales pertenecientes a la antigua Capitanía General de Cuba custodiados en el Archivo General Militar de Madrid.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3035.pdf"";""BOE-A-2021-3035"")","Resolución de 24 de febrero de 2021, del Departamento de Gestión Tributaria de la Agencia Estatal de Administración Tributaria, por la que se publica la rehabilitación de números de identificación fiscal.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3046.pdf"";""BOE-A-2021-3046"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de la Región de Murcia.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3052.pdf"";""BOE-A-2021-3052"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Castilla-La Mancha.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3085.pdf"";""BOE-A-2021-3085"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Gestión del Mercado del Arte.",2021-02-26,"Artes Plásticas y Diseño, Comercio, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-1509","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 24 de enero de 2018","Resolución de 24 de enero de 2018, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3091.pdf"";""BOE-A-2021-3091"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Periodismo Digital y Nuevos Perfiles Profesionales.",2021-02-26,"Comunicaciones electrónicas, Periodismo, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2018-17520, BOE-A-2007-18770, BOE-A-2001-24515","DE CONFORMIDAD con Resolución de 26 de noviembre de 2018, DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre","Real Decreto 1393/2007, Resolución de 26 de noviembre de 2018",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3090.pdf"";""BOE-A-2021-3090"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Organización de Eventos y Turismo de Negocio (MICE).",2021-02-26,"Comercio, Planes de estudios, Turismo, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2019-18019","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 3 de diciembre de 2019","Resolución de 3 de diciembre de 2019, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3084.pdf"";""BOE-A-2021-3084"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Dirección, Organización y Producción de Eventos Corporativos e Institucionales.",2021-02-26,"Congresos, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-1509","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 24 de enero de 2018","Resolución de 24 de enero de 2018, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3053.pdf"";""BOE-A-2021-3053"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Extremadura.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3047.pdf"";""BOE-A-2021-3047"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad de Madrid.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3079.pdf"";""BOE-A-2021-3079"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Dirección de la Cadena de Suministro.",2021-02-26,"Ciencias Empresariales, Distribución comercial, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2017-807","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 18 de enero de 2017","Resolución de 18 de enero de 2017, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3051.pdf"";""BOE-A-2021-3051"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Andalucía.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3045.pdf"";""BOE-A-2021-3045"")","Resolución de 22 de febrero de 2021, de la Oficina Española de Patentes y Marcas, O.A., por la que se publica el Convenio con la Federación Empresarial de la Industria Química Española.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3092.pdf"";""BOE-A-2021-3092"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Periodismo Internacional.",2021-02-26,"Periodismo, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2001-24515, BOE-A-2018-17520","DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 26 de noviembre de 2018",Resolución de 26 de noviembre de 2018,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3086.pdf"";""BOE-A-2021-3086"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Guion Cinematográfico y Series de Televisión.",2021-02-26,"Cinematografía, Planes de estudios, Televisión, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-1509","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 24 de enero de 2018","Resolución de 24 de enero de 2018, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-2978.pdf"";""BOE-A-2021-2978"")","Orden INT/161/2021, de 24 de febrero, por la que se prorroga la Orden INT/657/2020, de 17 de julio, por la que se modifican los criterios para la aplicación de una restricción temporal de viajes no imprescindibles desde terceros países a la Unión Europea y países asociados Schengen por razones de orden público y salud pública con motivo de la crisis sanitaria ocasionada por la COVID-19.",2021-02-26,"Epidemias, Extranjeros, Fronteras, Libre circulación de personas, Sanidad, Unión Europea, Viajeros","Extranjería, Sanidad, Transportes y tráfico, Unión Europea",BOE-A-2020-8099,"MODIFICA la disposición final única de la Orden INT/657/2020, de 17 de julio",Orden INT/657/2020,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-2979.pdf"";""BOE-A-2021-2979"")","Orden INT/162/2021, de 25 de febrero, por la que se prorrogan los controles en la frontera interior terrestre con Portugal, restablecidos con motivo de la situación de crisis sanitaria ocasionada por la COVID-19.",2021-02-26,"Enfermedades, Epidemias, Fronteras, Libre circulación de personas, Portugal, Unión Europea","Sanidad, Seguridad y Defensa, Unión Europea","BOE-A-2021-1346, DOUE-L-2016-80504, BOE-A-2021-1857","DE CONFORMIDAD con la Orden INT/68/2021, de 29 de enero, DE CONFORMIDAD con el art. 28 del Reglamento (UE) 2016/399, de 9 de marzo, EN RELACIÓN sobre la Orden INT/98/2021, de 8 de febrero","Orden INT/68/2021, Reglamento (UE) 2016/399, Orden INT/98/2021",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3087.pdf"";""BOE-A-2021-3087"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Negocios Digitales.",2021-02-26,"Comercio electrónico, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2001-24515, BOE-A-2019-18019","DE CONFORMIDAD con el art. 35 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 3 de diciembre de 2019",Resolución de 3 de diciembre de 2019,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3093.pdf"";""BOE-A-2021-3093"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Prácticas Artísticas Contemporáneas.",2021-02-26,"Artes Plásticas y Diseño, Planes de estudios, Universidad Rey Juan Carlos",,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3044.pdf"";""BOE-A-2021-3044"")","Orden TES/170/2021, de 23 de febrero, por la que se amplía, con carácter extraordinario, el plazo de finalización de las obras y servicios de interés general y social de proyectos aprobados en el ejercicio 2020, en las ciudades de Ceuta y Melilla, en el marco de la Resolución de 17 de agosto de 2020, del Servicio Público de Empleo Estatal.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3050.pdf"";""BOE-A-2021-3050"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 22 de diciembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Cantabria.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3078.pdf"";""BOE-A-2021-3078"")","Resolución de 15 de diciembre de 2020, de la Universidad Rey Juan Carlos, por la que se publica el plan de estudios de Máster Universitario en Dinámica no Lineal y Sistemas Complejos.",2021-02-26,"Matemáticas, Planes de estudios, Universidad Rey Juan Carlos",,"BOE-A-2007-18770, BOE-A-2001-24515, BOE-A-2018-1509","DE CONFORMIDAD con los arts. 26 y 28 del Real Decreto 1393/2007, de 29 de octubre, DE CONFORMIDAD con el art. 35.4 de la Ley Orgánica 6/2001, de 21 de diciembre, CITA Resolución de 24 de enero de 2018","Resolución de 24 de enero de 2018, Real Decreto 1393/2007",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3054.pdf"";""BOE-A-2021-3054"")","Resolución de 17 de febrero de 2021, del Fondo Español de Garantía Agraria, O.A., por la que se publica el Acuerdo del Consejo de Ministros de 24 de noviembre de 2020, por el que se aprueba la terminación del procedimiento de repercusión de responsabilidades por incumplimiento del derecho de la Unión Europea iniciado a la Comunidad Autónoma de Castilla-La Mancha.",2021-02-26,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/26/pdfs/BOE-A-2021-3040.pdf"";""BOE-A-2021-3040"")","Resolución de 15 de febrero de 2021, de la Secretaría General Técnica, por la que se publica el Convenio con el Ayuntamiento de Huétor Vega, para la incorporación de los Cuerpos de Policía Locales al Sistema de Seguimiento Integral de los casos de Violencia de Género.",2021-02-26,,,,,,
