Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/12/pdf/2021_1372.pdf&tipo=rutaDocm"";""2021/1372"")",Sanidad. Procedimiento Ordinario 119/2021. [NID 2021/1372],2021-02-12,"Resolución de 28 de enero de 2021, Resolución de 06 de febrero de 2021",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1269.pdf&tipo=rutaDocm"";""2021/1269"")","Medio Ambiente. Resolución de 04/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se formula informe de impacto ambiental del proyecto: Instalación de línea eléctrica aérea de alta tensión 15 kV y 1 CTI (expediente PRO-TO-20-2515), situado en el término municipal de La Guardia (Toledo), cuya promotora es Los Altos de La Guardia 1990, SL. [NID 2021/1269]",2021-02-15,"Ley 21/2013, Ley 4/2007, Ley 21/2013, Ley 2/2020, Ley 4/2007, Real Decreto 1432/2008, Real Decreto 1432/2008, Real Decreto 1432/2008, Ley 21/2013, Ley 9/2012, Ley 21/2013, Ley 9/1999, Real Decreto 1432/2008, Ley 4/2013, Ley 4/2013, Ley 4/2013, Ley 21/2013, Ley 21/2013, Ley 3/2008, Real Decreto 1432/2008, Real Decreto 1432/2008, Real Decreto 1432/2008, Real Decreto Legislativo 1/2001, Ley 22/2011, Ley 34/2007, Ley 37/2003, Ley 21/2013, Ley 3/2008, Ley 21/2013, Ley 2/2020, Ley 4/2007, Ley 21/2013, Ley 21/2013","LEY 1/2018 ESP, LEY 21/2013 ESP, LEY 22/2011 ESP, LEY 34/2007 ESP, LEY 37/2003 ESP, LEY 5/2013 ESP, LEY 9/2018 ESP, ORD AAA/699/2016 ESP, ORD APA/1401/2018 ESP, ORD APM/189/2018 ESP, ORD APM/205/2018 ESP, ORD APM/206/2018 ESP, ORD APM/397/2018 ESP, ORD PCI/1319/2018 ESP, ORD TEC/852/2019 ESP, ORD TED/363/2020 ESP, ORD TED/426/2020 ESP, RD 1038/2012 ESP, RD 1042/2017 ESP, RD 1367/2007 ESP, RD 1432/2008 ESP, RD 1513/2005 ESP, RD 264/2017 ESP, RD 849/1986 ESP, RDG 1/2001 ESP, RDL 10/2017 ESP, RDL 4/2007 ESP, RES 22/6/2017 ESP (2), RES 8/3/2016 ESP, STC 13/2015 ESP , STC 53/2017 ESP, STC 88/2018 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1275.pdf&tipo=rutaDocm"";""2021/1275"")","Medio Ambiente. Resolución de 04/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se formula informe de impacto ambiental del proyecto: Proyecto de explotación de ganado avícola de cebo, ubicado en la parcela 3 polígono 4 del término municipal de Cazalegas (Toledo) (expediente PRO-TO-20-2626), cuya promotora es María del Pilar Sánchez Navarro. [NID 2021/1275]",2021-02-15,"Ley 21/2013, Ley 4/2007, Ley 21/2013, Ley 4/2007, ley 21/2013, Ley 21/2013, Ley 9/1999, Ley 9/1999, Ley 22/2011, Real Decreto 105/2008, Ley 4/2013, Ley 22/2011, Real Decreto 1429/2003, Ley 9/1999, Real Decreto 1432/2008, Real Decreto 1084/2005, Real Decreto 692/2010, Real Decreto 328/2003, Real Decreto 348/2000, Ley 32/2007, Ley 8/2003, Real Decreto 692/2010, Real Decreto 328/2003, Real Decreto 1084/2005, Ley 34/2007, Ley 34/2007, Ley 21/2013, Ley 21/2013, Ley 2/2020, Ley 2/2020, Ley 2/2020, Ley 2/2020, Ley 21/2013, Ley 21/2013","LEY 21/2013 ESP, LEY 22/2011 ESP, LEY 34/2007 ESP, LEY 5/2013 ESP, LEY 9/2018 ESP, ORD AAA/699/2016 ESP, ORD APM/189/2018 ESP, ORD APM/205/2018 ESP, ORD APM/206/2018 ESP, ORD APM/397/2018 ESP, ORD TEC/852/2019 ESP, ORD TED/363/2020 ESP, ORD TED/426/2020 ESP, RD 1042/2017 ESP, RD 105/2008 ESP, RD 1429/2003 ESP, RD 1432/2008 ESP, RD 264/2017 ESP, RES 8/3/2016 ESP, STC 13/2015 ESP , STC 53/2017 ESP, STC 88/2018 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1267.pdf&tipo=rutaDocm"";""2021/1267"")","Medio Ambiente. Resolución de 05/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se formula informe de impacto ambiental del proyecto: Modificación instalación ganadera de cría de 1800 cebones, ubicado en el término municipal de Consuegra (Toledo) (expediente PRO-TO-19-2417), cuya promotora es Intergraco, SL. [NID 2021/1267]",2021-02-15,"Ley 21/2013, Ley 4/2007, Ley 21/2013, Ley 4/2007, Real Decreto 980/2017, ley 21/2013, Ley 21/2013, Ley 9/1999, Ley 21/2013, Ley 4/2007, Ley 9/1999, Real Decreto 1432/2008, Ley 3/2008, Real Decreto 306/2020, Real Decreto 1135/2002, Real Decreto 348/2000, Ley 32/2007, Ley 8/2003, Ley 22/2011, Ley 20/1986, Orden de 21 de enero de 2003, Real Decreto 105/2008, Real Decreto 1528/2012, Real Decreto Legislativo 1/2001, Real Decreto 1/2016, Orden ARM/1312/2009, Real Decreto 100/2011, Ley 34/2007, Real Decreto 818/2018, Real Decreto 306/2020, Ley 37/2003, Ley 4/2013, Ley 21/2013, Ley 21/2013, Ley 2/2020, Ley 2/2020, Ley 2/2020, Ley 2/2020, Ley 21/2013, Ley 21/2013","LEY 1/2018 ESP, LEY 20/1986 ESP, LEY 21/2013 ESP, LEY 22/2011 ESP, LEY 34/2007 ESP, LEY 37/2003 ESP, LEY 5/2013 ESP, LEY 9/2018 ESP, ORD AAA/699/2016 ESP, ORD APA/1401/2018 ESP, ORD APM/189/2018 ESP, ORD APM/205/2018 ESP, ORD APM/206/2018 ESP, ORD APM/397/2018 ESP, ORD ARM/1312/2009 ESP, ORD PCI/1319/2018 ESP, ORD TEC/852/2019 ESP, ORD TED/363/2020 ESP, ORD TED/426/2020 ESP, RD 1/2016 ESP, RD 100/2011 ESP, RD 1038/2012 ESP, RD 1042/2017 ESP, RD 105/2008 ESP, RD 1367/2007 ESP, RD 1432/2008 ESP, RD 1513/2005 ESP, RD 1528/2012 ESP, RD 198/2017 ESP, RD 264/2017 ESP, RD 818/2018 ESP, RD 849/1986 ESP, RD 952/1997 ESP, RDG 1/2001 ESP, RDL 10/2017 ESP, RDL 4/2007 ESP, RES 22/6/2017 ESP (2), RES 8/3/2016 ESP, STC 11/3/2019 ESP, STC 11/4/2019 ESP (3), STC 13/2015 ESP , STC 14/3/2019 ESP, STC 21/3/2019 ESP, STC 53/2017 ESP, STC 8/7/2019 ESP, STC 88/2018 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1274.pdf&tipo=rutaDocm"";""2021/1274"")","Instalaciones Eléctricas. Resolución de 08/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-19887 corresponde I. [NID 2021/1274]",2021-02-15,"Ley 24/2013, Ley 21/1992, Ley 24/2013, Ley 39/2015, Ley 39/2015","LEY 21/1992 ESP, LEY 24/2013 ESP, ORD 29/6/1993 ESP, ORD IET/338/2014 ESP, RD 825/1993 ESP, STC 29/6/2011 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1367.pdf&tipo=rutaDocm"";""2021/1367"")","Universidades. Extracto de 08/02/2021, de la Universidad de Castilla-La Mancha, de la convocatoria de ayudas de matrícula para estudiantes del grupo 2 del título propio de Especialista en Fisioterapia Respiratoria. Curso académico 2020/21. Universidad de Castilla-La Mancha. Extracto BDNS (Identif.): 548443. [NID 2021/1367]",2021-02-15,"Ley 38/2003, Ley 39/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1368.pdf&tipo=rutaDocm"";""2021/1368"")","Universidades. Extracto de 08/02/2021, de la Universidad de Castilla-La Mancha, de la convocatoria de ayudas de matrícula para estudiantes del grupo 2 del título propio de Especialista en Fisioterapia Respiratoria. Curso académico 2020/21. Universidad de Castilla-La Mancha. Extracto BDNS (Identif.): 548433. [NID 2021/1368]",2021-02-15,"Ley 38/2003, Ley 39/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1420.pdf&tipo=rutaDocm"";""2021/1420"")","Universidades. Extracto de 09/02/2021, de la Universidad de Castilla-La Mancha, de la convocatoria de beca de colaboración para el apoyo a las actividades técnicas de generación de contenido para la Facultad de Ciencias Sociales de Talavera de la Reina. 2021. BDNS (Identif.): 548398. [NID 2021/1420]",2021-02-15,"Ley 38/2003, Ley 39/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1138.pdf&tipo=rutaDocm"";""2021/1138"")",Procedimiento: JVH Juicio Verbal (Desahucio Precario) 1073 /2019. [NID 2021/1138],2021-02-15,,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1304.pdf&tipo=rutaDocm"";""2021/1304"")",Procedimiento: Despidos 715/2019. [NID 2021/1304],2021-02-15,,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_888.pdf&tipo=rutaDocm"";""2021/888"")","Anuncio de 27/01/2021, de la Delegación Provincial de Desarrollo Sostenible de Albacete, sobre información pública del proyecto de instalación de energía eléctrica denominado: LSMT cambio 3p desde CS Caixa Cataluña (700008658) a CS Gran Hotel (700008004), emplazada en el término municipal de Albacete, a efectos de su autorización administrativa previa y autorización administrativa de construcción. Referencia: 02211003552. [NID 2021/888]",2021-02-15,Ley 24/2013,"LEY 24/2013 ESP, ORD IET/338/2014 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1070.pdf&tipo=rutaDocm"";""2021/1070"")","Anuncio de 20/01/2021, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por el que se somete a información pública la petición de autorización administrativa previa y autorización administrativa de construcción de la instalación eléctrica que se cita (número de expediente 13214000052-13244000057). [NID 2021/1070]",2021-02-15,Ley 24/2013,"LEY 24/2013 ESP, ORD IET/338/2014 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1173.pdf&tipo=rutaDocm"";""2021/1173"")","Anuncio de 01/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por el que se somete a información pública la solicitud de autorización administrativa previa y autorización administrativa de construcción, así como el estudio de impacto ambiental de la instalación de generación eléctrica fotovoltaica Manztierra I e infraestructuras de evacuación asociadas, en el término municipal de Manzanares (Ciudad Real), promovida por Dionisio Sun, SL. (Expediente 13270209184). [NID 2021/1173]",2021-02-15,Ley 2/2020,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1181.pdf&tipo=rutaDocm"";""2021/1181"")","Anuncio de 02/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Toledo, sobre información pública para autorización administrativa previa de instalación eléctrica. Referencia: E-45211122188. [NID 2021/1181]",2021-02-15,Ley 24/2013,"LEY 24/2013 ESP, ORD IET/338/2014 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1271.pdf&tipo=rutaDocm"";""2021/1271"")","Anuncio de 05/02/2021, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por el que se inicia el período de información pública del estudio de impacto ambiental del proyecto denominado: Transformación en regadío de 102,36 ha de cultivos y olivar (expediente PRO-TO-20-2587), situado en el término municipal de Camarenilla (Toledo), cuya promotora es Almudena Carrasco Redondo. [NID 2021/1271]",2021-02-15,"Ley 4/2007, Ley 21/2013","LEY 21/2013 ESP, LEY 9/2018 ESP, RES 8/3/2016 ESP, STC 13/2015 ESP , STC 53/2017 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1373.pdf&tipo=rutaDocm"";""2021/1373"")","Anuncio de 10/02/2021, del Ayuntamiento de Cabanillas del Campo (Guadalajara), sobre información pública del proyecto de reparcelación forzosa del Plan de Actuación Urbanística del sector ST-31 del Plan de Ordenación Municipal. [NID 2021/1373]",2021-02-15,,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1255.pdf&tipo=rutaDocm"";""2021/1255"")","Anuncio de 03/02/2021, del Ayuntamiento de Gabaldón (Cuenca), de apertura de periodo de información pública sobre proyecto básico de autorización ambiental integrada y estudio de impacto ambiental de ampliación de explotación ganadera para cebo de porcino hasta 7200 plazas en el término municipal de Gabaldón (Cuenca), que se va a llevar a cabo en el polígono 511-parcelas 35 y 5008 del paraje Navajo de las Piedras. Referencia catastral 16096A511000350000RO, de este término municipal. [NID 2021/1255]",2021-02-15,"Ley 4/2007, Ley 21/2013, Real Decreto Legislativo 1/2016, Ley 21/2013","LEY 21/2013 ESP, LEY 9/2018 ESP, RDG 1/2016 ESP, RES 8/3/2016 ESP, STC 13/2015 ESP , STC 53/2017 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1156.pdf&tipo=rutaDocm"";""2021/1156"")","Anuncio de 04/02/2021, del Ayuntamiento de Los Navalmorales (Toledo), sobre aprobación de la Oferta de Empleo Público correspondiente a la plaza que a continuación se reseña para el año 2021. [NID 2021/1156]",2021-02-15,"Ley 7/1985, Real Decreto Legislativo 5/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_528.pdf&tipo=rutaDocm"";""2021/528"")","Anuncio de 04/01/2021, del Ayuntamiento de Marchamalo (Guadalajara), sobre expediente sancionador por infracción urbanística en los suelos localizados en calle Ciudad del Transporte, viales 9 y 2, de las parcelas que se indican. [NID 2021/528]",2021-02-15,,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_833.pdf&tipo=rutaDocm"";""2021/833"")","Anuncio de 16/01/2021, del Ayuntamiento de Marchamalo (Guadalajara), sobre aprobación de la Modificación Puntual número 4 del Plan de Actuación Urbanizadora número 261/2015. [NID 2021/833]",2021-02-15,"Ley 30/1992, Ley 29/1998",RD 1771/1994 ESP
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_1067.pdf&tipo=rutaDocm"";""2021/1067"")","Anuncio de 02/02/2021, del Ayuntamiento de Menasalbas (Toledo), sobre información pública de licencia de actividad y calificación urbanística para la ampliación de la explotación semiextensiva de ovino de 300 a 1500 plazas, sita en polígono 5, parcela  9 de este término municipal. [NID 2021/1067]",2021-02-15,Ley 2/1998,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/15/pdf/2021_867.pdf&tipo=rutaDocm"";""2021/867"")","Anuncio de 27/01/2021, del Ayuntamiento de Tarancón (Cuenca), sobre información pública del expediente de Modificación Puntual número 25 de las Normas Subsidiarias. [NID 2021/867]",2021-02-15,,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1306.pdf&tipo=rutaDocm"";""2021/1306"")","Sanciones. Notificación de 01/07/2020, de la Delegación Provincial de Economía, Empresas y Empleo de Ciudad Real, por la que se da publicidad a la Resolución por la que se nombra instructor de fecha 03/02/2020 del expediente sancionador T-0027/2020 por infracciones del orden social. [NID 2021/1306]",2021-02-16,"Ley 39/2015, Ley 40/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1301.pdf&tipo=rutaDocm"";""2021/1301"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Economía, Empresas y Empleo de Ciudad Real, por la que se da publicidad a la Resolución de fecha 11/12/2020 recaída en el expediente sancionador por infracciones del orden social, correspondiente al expediente T-0133/2020. [NID 2021/1301]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1302.pdf&tipo=rutaDocm"";""2021/1302"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Economía, Empresas y Empleo de Ciudad Real, por la que se da publicidad a la Resolución de fecha 07/12/2020 recaída en el expediente sancionador por infracciones del orden social, correspondiente al expediente T-0144/2020. [NID 2021/1302]",2021-02-16,"Real Decreto 928/98, Real Decreto 939/200, Ley 39/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1303.pdf&tipo=rutaDocm"";""2021/1303"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Economía, Empresas y Empleo de Ciudad Real, por la que se da publicidad a la Resolución por la que se nombra instructor de fecha 17/12/2020 del expediente sancionador H-0206/2020 por infracciones del orden social. [NID 2021/1303]",2021-02-16,"Ley 39/2015, Ley 40/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1305.pdf&tipo=rutaDocm"";""2021/1305"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Economía, Empresas y Empleo de Ciudad Real, por la que se da publicidad a la Resolución por la que se nombra instructor de fecha 18/11/2020 del expediente sancionador T-0193/2020 por infracciones del orden social. [NID 2021/1305]",2021-02-16,"Ley 39/2015, Ley 40/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1308.pdf&tipo=rutaDocm"";""2021/1308"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Economía, Empresas y Empleo de Ciudad Real, por la que se da publicidad a la Resolución por la que se nombra instructor de fecha 16/11/2020 del expediente sancionador H-0196/2020 por infracciones del orden social. [NID 2021/1308]",2021-02-16,"Ley 39/2015, Ley 40/2015",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1293.pdf&tipo=rutaDocm"";""2021/1293"")","Contratación. Resolución de 08/02/2021, de la Consejería de Hacienda y Administraciones Públicas, por la que se actualizan los modelos de pliegos de cláusulas administrativas particulares correspondientes a la contratación de servicios y suministros mediante procedimiento abierto simplificado. [NID 2021/1293]",2021-02-16,"Ley 15/2007, Ley 25/2013, Real Decreto 55/2017, Ley 26/2015, Real Decreto 1619/2012, Ley 11/2020, Real Decreto 773/2015, Ley 11/2003, Real Decreto 817/2009, Real Decreto 1098/2001, Ley 39/2015, Ley 53/1984, Ley 4/2016, LEY 26/2015, Real Decreto 3/2010, Ley 3/2017, Ley 29/1998, Ley 2/2015, Resolución de 13 de octubre de 2016, Ley 3/2015, Ley 31/1995, Real Decreto 171/2004, Ley 9/2017, Reglamento (UE) 2016/679, Orden de 11 de julio de 2012, Real Decreto Legislativo 2/2015, Real Decreto 39/1997, Ley 30/2007, Ley 9/2012","LEY 11/2020 ESP, LEY 26/2015 ESP, LEY 3/2017 ESP, LEY 31/1995 ESP, LEY 9/2017 ESP, ORD 27/6/1997 ESP, ORD ESS/2259/2015 ESP, ORD TIN/2504/2010 ESP, RD 1075/2017 ESP, RD 1098/2001 ESP, RD 171/2004 ESP, RD 298/2009 ESP, RD 300/2011 ESP, RD 337/2010 ESP, RD 39/1997 ESP, RD 598/2015 ESP, RD 604/2006 ESP, RD 773/2015 ESP, RD 780/1998 ESP, RD 817/2009 ESP, RD 899/2015 ESP, RDG 2/2015 ESP, RES 29/5/2017 ESP, RES 5/11/2010 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1318.pdf&tipo=rutaDocm"";""2021/1318"")","Sanciones. Notificación de 09/02/2021, de la Delegación Provincial de Hacienda y Administraciones Públicas de Guadalajara, por la que se acuerda publicar la resolución del procedimiento sancionador por infracción en materia de festejos taurinos populares número 400/20. [NID 2021/1318]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1309.pdf&tipo=rutaDocm"";""2021/1309"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a la propuesta de resolución del expediente sancionador número 649/20-S de fecha 22/01/2021. [NID 2021/1309]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1312.pdf&tipo=rutaDocm"";""2021/1312"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a iniciación del expediente sancionador número 826/2020-S de fecha 30/10/2020. [NID 2021/1312]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1313.pdf&tipo=rutaDocm"";""2021/1313"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a iniciación del expediente sancionador número 798/2020-S de fecha 26/10/2020. [NID 2021/1313]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1314.pdf&tipo=rutaDocm"";""2021/1314"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a iniciación del expediente sancionador número 797/2020-S de fecha 26/10/2020. [NID 2021/1314]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1315.pdf&tipo=rutaDocm"";""2021/1315"")","Sanciones. Notificación de 01/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a iniciación del expediente sancionador número 716/2020-S de fecha 14/10/2020. [NID 2021/1315]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1310.pdf&tipo=rutaDocm"";""2021/1310"")","Sanciones. Notificación de 02/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a iniciación del expediente sancionador número 368/20-M de fecha 30/12/2020. [NID 2021/1310]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1311.pdf&tipo=rutaDocm"";""2021/1311"")","Sanciones. Notificación de 02/02/2021, de la Delegación Provincial de Sanidad de Albacete, por la que se da publicidad a iniciación del expediente sancionador número 358/20-M de fecha 30/12/2020. [NID 2021/1311]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1294.pdf&tipo=rutaDocm"";""2021/1294"")","Sanciones. Notificación de 08/02/2021, de la Delegación Provincial de Sanidad de Cuenca, por la que se da publicidad a la propuesta de resolución del expediente sancionador número 16/049/2020-T, de fecha 28/01/2021, incoado por infracción en materia de salud pública. [NID 2021/1294]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1295.pdf&tipo=rutaDocm"";""2021/1295"")","Sanciones. Notificación de 08/02/2021, de la Delegación Provincial de Sanidad de Cuenca, por la que se da publicidad a la Resolución de fecha 19/01/2021, del procedimiento sancionador número 16/023/2020-S, incoado por infracción en materia de salud pública. [NID 2021/1295]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1307.pdf&tipo=rutaDocm"";""2021/1307"")","Sanciones. Notificación de 05/02/2021, de la Delegación Provincial de Agricultura, Agua y Desarrollo Rural de Toledo, por la que se acuerda dar publicidad a la resolución recaída en el expediente sancionador por infracción en materia de animales domésticos, al no haberse podido practicar la notificación personal en el último domicilio conocido (expediente 45AD200092). [NID 2021/1307]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1297.pdf&tipo=rutaDocm"";""2021/1297"")","Expropiación Forzosa. Resolución de 05/02/2021, de la Secretaría General, por la que se somete a información pública en materia de expropiación forzosa el proyecto modificado número 1 de nueva glorieta en la carretera CM-3109 (en el punto kilométrico 49+000, de Arroyo del Peral a Valdepeñas. Ciudad Real). Expediente: CR-CR-19-300M. [NID 2021/1297]",2021-02-16,Ley 9/1990,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1330.pdf&tipo=rutaDocm"";""2021/1330"")","Notificaciones. Notificación de 09/02/2021, de la Delegación Provincial de Bienestar Social de Albacete, de la resolución de revisión de reconocimiento de la situación de dependencia y del derecho a los servicios y/o prestaciones del sistema recaída en el expediente SAAD 08-02/1374927/2020-49. [NID 2021/1330]",2021-02-16,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/02/16/pdf/2021_1316.pdf&tipo=rutaDocm"";""2021/1316"")","Notificaciones. Notificación de 08/02/2021, de la Delegación Provincial de Bienestar Social de Cuenca, por la que se acuerda la publicación de las resoluciones de expedientes de ayuda económica a familias numerosas y familias acogedoras de Castilla-La Mancha tramitadas al amparo del Decreto 80/2012, de 26 de abril, modificado por el Decreto 108/2014, de 23 de octubre, según se relaciona en el anexo I. [NID 2021/1316]",2021-02-16,Ley 39/2015,
